序号,全称,级别,类型,级别标签,类型标签,组合标签,细分标签,上级,省,地理大区,备注
1543,聊城市东昌府区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,聊城市,山东省,华东,
1544,聊城市茌平区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,聊城市,山东省,华东,
1545,聊城市阳谷县政协,县级,县,县级,县,"县级政协,县政协",,聊城市,山东省,华东,
1546,聊城市莘县政协,县级,县,县级,县,"县级政协,县政协",,聊城市,山东省,华东,
1547,聊城市东阿县政协,县级,县,县级,县,"县级政协,县政协",,聊城市,山东省,华东,
1548,聊城市冠县政协,县级,县,县级,县,"县级政协,县政协",,聊城市,山东省,华东,
1549,聊城市高唐县政协,县级,县,县级,县,"县级政协,县政协",,聊城市,山东省,华东,
1550,聊城市临清市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,聊城市,山东省,华东,
1551,滨州市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,滨州市,山东省,华东,
1552,滨州市滨城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,滨州市,山东省,华东,
1553,滨州市沾化区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,滨州市,山东省,华东,
1554,滨州市惠民县政协,县级,县,县级,县,"县级政协,县政协",,滨州市,山东省,华东,
1555,滨州市阳信县政协,县级,县,县级,县,"县级政协,县政协",,滨州市,山东省,华东,
1556,滨州市无棣县政协,县级,县,县级,县,"县级政协,县政协",,滨州市,山东省,华东,
1557,滨州市博兴县政协,县级,县,县级,县,"县级政协,县政协",,滨州市,山东省,华东,
1558,滨州市邹平市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,滨州市,山东省,华东,
1559,菏泽市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,菏泽市,山东省,华东,
1560,菏泽市牡丹区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,菏泽市,山东省,华东,
1561,菏泽市定陶区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,菏泽市,山东省,华东,
1562,菏泽市曹县政协,县级,县,县级,县,"县级政协,县政协",,菏泽市,山东省,华东,
1563,菏泽市单县政协,县级,县,县级,县,"县级政协,县政协",,菏泽市,山东省,华东,
1564,菏泽市成武县政协,县级,县,县级,县,"县级政协,县政协",,菏泽市,山东省,华东,
1565,菏泽市巨野县政协,县级,县,县级,县,"县级政协,县政协",,菏泽市,山东省,华东,
1566,菏泽市郓城县政协,县级,县,县级,县,"县级政协,县政协",,菏泽市,山东省,华东,
1567,菏泽市鄄城县政协,县级,县,县级,县,"县级政协,县政协",,菏泽市,山东省,华东,
1568,菏泽市东明县政协,县级,县,县级,县,"县级政协,县政协",,菏泽市,山东省,华东,
1569,菏泽市菏泽经济技术开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,菏泽市,山东省,华东,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1570,菏泽市菏泽高新技术开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,菏泽市,山东省,华东,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1571,河南省政协,省级,省,省级,省,"省级政协,省政协",,,河南省,华中,
1572,郑州市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,郑州市,河南省,华中,
1573,郑州市中原区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,郑州市,河南省,华中,
1574,郑州市二七区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,郑州市,河南省,华中,
1575,郑州市管城回族区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,郑州市,河南省,华中,
1576,郑州市金水区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,郑州市,河南省,华中,
1577,郑州市上街区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,郑州市,河南省,华中,
1578,郑州市惠济区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,郑州市,河南省,华中,
1579,郑州市中牟县政协,县级,县,县级,县,"县级政协,县政协",,郑州市,河南省,华中,
1580,郑州市郑州经济技术开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,郑州市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1581,郑州市郑州高新技术产业开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,郑州市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1582,郑州市郑州航空港经济综合实验区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,郑州市,河南省,华中,
1583,郑州市巩义市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,郑州市,河南省,华中,
1584,郑州市荥阳市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,郑州市,河南省,华中,
1585,郑州市新密市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,郑州市,河南省,华中,
1586,郑州市新郑市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,郑州市,河南省,华中,
1587,郑州市登封市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,郑州市,河南省,华中,
1588,开封市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,开封市,河南省,华中,
1589,开封市龙亭区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,开封市,河南省,华中,
1590,开封市顺河回族区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,开封市,河南省,华中,
1591,开封市鼓楼区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,开封市,河南省,华中,
1592,开封市禹王台区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,开封市,河南省,华中,
1593,开封市祥符区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,开封市,河南省,华中,
1594,开封市杞县政协,县级,县,县级,县,"县级政协,县政协",,开封市,河南省,华中,
1595,开封市通许县政协,县级,县,县级,县,"县级政协,县政协",,开封市,河南省,华中,
1596,开封市尉氏县政协,县级,县,县级,县,"县级政协,县政协",,开封市,河南省,华中,
1597,开封市兰考县政协,县级,县,县级,县,"县级政协,县政协",,开封市,河南省,华中,
1598,洛阳市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,洛阳市,河南省,华中,
1599,洛阳市老城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,洛阳市,河南省,华中,
1600,洛阳市西工区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,洛阳市,河南省,华中,
1601,洛阳市瀍河回族区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,洛阳市,河南省,华中,
1602,洛阳市涧西区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,洛阳市,河南省,华中,
1603,洛阳市偃师区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,洛阳市,河南省,华中,
1604,洛阳市孟津区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,洛阳市,河南省,华中,
1605,洛阳市洛龙区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,洛阳市,河南省,华中,
1606,洛阳市新安县政协,县级,县,县级,县,"县级政协,县政协",,洛阳市,河南省,华中,
1607,洛阳市栾川县政协,县级,县,县级,县,"县级政协,县政协",,洛阳市,河南省,华中,
1608,洛阳市嵩县政协,县级,县,县级,县,"县级政协,县政协",,洛阳市,河南省,华中,
1609,洛阳市汝阳县政协,县级,县,县级,县,"县级政协,县政协",,洛阳市,河南省,华中,
1610,洛阳市宜阳县政协,县级,县,县级,县,"县级政协,县政协",,洛阳市,河南省,华中,
1611,洛阳市洛宁县政协,县级,县,县级,县,"县级政协,县政协",,洛阳市,河南省,华中,
1612,洛阳市伊川县政协,县级,县,县级,县,"县级政协,县政协",,洛阳市,河南省,华中,
1613,洛阳市洛阳高新技术产业开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,洛阳市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1614,平顶山市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,平顶山市,河南省,华中,
1615,平顶山市新华区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,平顶山市,河南省,华中,
1616,平顶山市卫东区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,平顶山市,河南省,华中,
1617,平顶山市石龙区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,平顶山市,河南省,华中,
1618,平顶山市湛河区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,平顶山市,河南省,华中,
1619,平顶山市宝丰县政协,县级,县,县级,县,"县级政协,县政协",,平顶山市,河南省,华中,
1620,平顶山市叶县政协,县级,县,县级,县,"县级政协,县政协",,平顶山市,河南省,华中,
1621,平顶山市鲁山县政协,县级,县,县级,县,"县级政协,县政协",,平顶山市,河南省,华中,
1622,平顶山市郏县政协,县级,县,县级,县,"县级政协,县政协",,平顶山市,河南省,华中,
1623,平顶山市平顶山高新技术产业开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,平顶山市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1624,平顶山市平顶山市城乡一体化示范区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,平顶山市,河南省,华中,疑似功能区（含「示范区」），通常无独立政协委员会，请核实
1625,平顶山市舞钢市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,平顶山市,河南省,华中,
1626,平顶山市汝州市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,平顶山市,河南省,华中,
1627,安阳市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,安阳市,河南省,华中,
1628,安阳市文峰区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,安阳市,河南省,华中,
1629,安阳市北关区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,安阳市,河南省,华中,
1630,安阳市殷都区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,安阳市,河南省,华中,
1631,安阳市龙安区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,安阳市,河南省,华中,
1632,安阳市安阳县政协,县级,县,县级,县,"县级政协,县政协",,安阳市,河南省,华中,
1633,安阳市汤阴县政协,县级,县,县级,县,"县级政协,县政协",,安阳市,河南省,华中,
1634,安阳市滑县政协,县级,县,县级,县,"县级政协,县政协",,安阳市,河南省,华中,
1635,安阳市内黄县政协,县级,县,县级,县,"县级政协,县政协",,安阳市,河南省,华中,
1636,安阳市安阳高新技术产业开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,安阳市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1637,安阳市林州市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,安阳市,河南省,华中,
1638,鹤壁市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,鹤壁市,河南省,华中,
1639,鹤壁市鹤山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,鹤壁市,河南省,华中,
1640,鹤壁市山城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,鹤壁市,河南省,华中,
1641,鹤壁市淇滨区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,鹤壁市,河南省,华中,
1642,鹤壁市浚县政协,县级,县,县级,县,"县级政协,县政协",,鹤壁市,河南省,华中,
1643,鹤壁市淇县政协,县级,县,县级,县,"县级政协,县政协",,鹤壁市,河南省,华中,
1644,鹤壁市鹤壁经济技术开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,鹤壁市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1645,新乡市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,新乡市,河南省,华中,
1646,新乡市红旗区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,新乡市,河南省,华中,
1647,新乡市卫滨区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,新乡市,河南省,华中,
1648,新乡市凤泉区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,新乡市,河南省,华中,
1649,新乡市牧野区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,新乡市,河南省,华中,
1650,新乡市新乡县政协,县级,县,县级,县,"县级政协,县政协",,新乡市,河南省,华中,
1651,新乡市获嘉县政协,县级,县,县级,县,"县级政协,县政协",,新乡市,河南省,华中,
1652,新乡市原阳县政协,县级,县,县级,县,"县级政协,县政协",,新乡市,河南省,华中,
1653,新乡市延津县政协,县级,县,县级,县,"县级政协,县政协",,新乡市,河南省,华中,
1654,新乡市封丘县政协,县级,县,县级,县,"县级政协,县政协",,新乡市,河南省,华中,
1655,新乡市新乡高新技术产业开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,新乡市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1656,新乡市新乡经济技术开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,新乡市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1657,新乡市新乡市平原城乡一体化示范区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,新乡市,河南省,华中,疑似功能区（含「示范区」），通常无独立政协委员会，请核实
1658,新乡市卫辉市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,新乡市,河南省,华中,
1659,新乡市辉县市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,新乡市,河南省,华中,
1660,新乡市长垣市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,新乡市,河南省,华中,
1661,焦作市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,焦作市,河南省,华中,
1662,焦作市解放区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,焦作市,河南省,华中,
1663,焦作市中站区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,焦作市,河南省,华中,
1664,焦作市马村区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,焦作市,河南省,华中,
1665,焦作市山阳区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,焦作市,河南省,华中,
1666,焦作市修武县政协,县级,县,县级,县,"县级政协,县政协",,焦作市,河南省,华中,
1667,焦作市博爱县政协,县级,县,县级,县,"县级政协,县政协",,焦作市,河南省,华中,
1668,焦作市武陟县政协,县级,县,县级,县,"县级政协,县政协",,焦作市,河南省,华中,
1669,焦作市温县政协,县级,县,县级,县,"县级政协,县政协",,焦作市,河南省,华中,
1670,焦作市焦作城乡一体化示范区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,焦作市,河南省,华中,疑似功能区（含「示范区」），通常无独立政协委员会，请核实
1671,焦作市沁阳市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,焦作市,河南省,华中,
1672,焦作市孟州市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,焦作市,河南省,华中,
1673,濮阳市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,濮阳市,河南省,华中,
1674,濮阳市华龙区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,濮阳市,河南省,华中,
1675,濮阳市清丰县政协,县级,县,县级,县,"县级政协,县政协",,濮阳市,河南省,华中,
1676,濮阳市南乐县政协,县级,县,县级,县,"县级政协,县政协",,濮阳市,河南省,华中,
1677,濮阳市范县政协,县级,县,县级,县,"县级政协,县政协",,濮阳市,河南省,华中,
1678,濮阳市台前县政协,县级,县,县级,县,"县级政协,县政协",,濮阳市,河南省,华中,
1679,濮阳市濮阳县政协,县级,县,县级,县,"县级政协,县政协",,濮阳市,河南省,华中,
1680,濮阳市河南濮阳工业园区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,濮阳市,河南省,华中,疑似功能区（含「工业园区」），通常无独立政协委员会，请核实
1681,濮阳市濮阳经济技术开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,濮阳市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1682,许昌市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,许昌市,河南省,华中,
1683,许昌市魏都区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,许昌市,河南省,华中,
1684,许昌市建安区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,许昌市,河南省,华中,
1685,许昌市鄢陵县政协,县级,县,县级,县,"县级政协,县政协",,许昌市,河南省,华中,
1686,许昌市襄城县政协,县级,县,县级,县,"县级政协,县政协",,许昌市,河南省,华中,
1687,许昌市许昌经济技术开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,许昌市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1688,许昌市禹州市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,许昌市,河南省,华中,
1689,许昌市长葛市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,许昌市,河南省,华中,
1690,漯河市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,漯河市,河南省,华中,
1691,漯河市源汇区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,漯河市,河南省,华中,
1692,漯河市郾城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,漯河市,河南省,华中,
1693,漯河市召陵区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,漯河市,河南省,华中,
1694,漯河市舞阳县政协,县级,县,县级,县,"县级政协,县政协",,漯河市,河南省,华中,
1695,漯河市临颍县政协,县级,县,县级,县,"县级政协,县政协",,漯河市,河南省,华中,
1696,漯河市漯河经济技术开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,漯河市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1697,三门峡市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,三门峡市,河南省,华中,
1698,三门峡市湖滨区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,三门峡市,河南省,华中,
1699,三门峡市陕州区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,三门峡市,河南省,华中,
1700,三门峡市渑池县政协,县级,县,县级,县,"县级政协,县政协",,三门峡市,河南省,华中,
1701,三门峡市卢氏县政协,县级,县,县级,县,"县级政协,县政协",,三门峡市,河南省,华中,
1702,三门峡市河南三门峡经济开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,三门峡市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1703,三门峡市义马市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,三门峡市,河南省,华中,
1704,三门峡市灵宝市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,三门峡市,河南省,华中,
1705,南阳市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,南阳市,河南省,华中,
1706,南阳市宛城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,南阳市,河南省,华中,
1707,南阳市卧龙区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,南阳市,河南省,华中,
1708,南阳市南召县政协,县级,县,县级,县,"县级政协,县政协",,南阳市,河南省,华中,
1709,南阳市方城县政协,县级,县,县级,县,"县级政协,县政协",,南阳市,河南省,华中,
1710,南阳市西峡县政协,县级,县,县级,县,"县级政协,县政协",,南阳市,河南省,华中,
1711,南阳市镇平县政协,县级,县,县级,县,"县级政协,县政协",,南阳市,河南省,华中,
1712,南阳市内乡县政协,县级,县,县级,县,"县级政协,县政协",,南阳市,河南省,华中,
1713,南阳市淅川县政协,县级,县,县级,县,"县级政协,县政协",,南阳市,河南省,华中,
1714,南阳市社旗县政协,县级,县,县级,县,"县级政协,县政协",,南阳市,河南省,华中,
1715,南阳市唐河县政协,县级,县,县级,县,"县级政协,县政协",,南阳市,河南省,华中,
1716,南阳市新野县政协,县级,县,县级,县,"县级政协,县政协",,南阳市,河南省,华中,
1717,南阳市桐柏县政协,县级,县,县级,县,"县级政协,县政协",,南阳市,河南省,华中,
1718,南阳市南阳高新技术产业开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,南阳市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1719,南阳市南阳市城乡一体化示范区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,南阳市,河南省,华中,疑似功能区（含「示范区」），通常无独立政协委员会，请核实
1720,南阳市邓州市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,南阳市,河南省,华中,
1721,商丘市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,商丘市,河南省,华中,
1722,商丘市梁园区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,商丘市,河南省,华中,
1723,商丘市睢阳区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,商丘市,河南省,华中,
1724,商丘市民权县政协,县级,县,县级,县,"县级政协,县政协",,商丘市,河南省,华中,
1725,商丘市睢县政协,县级,县,县级,县,"县级政协,县政协",,商丘市,河南省,华中,
1726,商丘市宁陵县政协,县级,县,县级,县,"县级政协,县政协",,商丘市,河南省,华中,
1727,商丘市柘城县政协,县级,县,县级,县,"县级政协,县政协",,商丘市,河南省,华中,
1728,商丘市虞城县政协,县级,县,县级,县,"县级政协,县政协",,商丘市,河南省,华中,
1729,商丘市夏邑县政协,县级,县,县级,县,"县级政协,县政协",,商丘市,河南省,华中,
1730,商丘市豫东综合物流产业聚集区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,商丘市,河南省,华中,
1731,商丘市河南商丘经济开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,商丘市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1732,商丘市永城市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,商丘市,河南省,华中,
1733,信阳市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,信阳市,河南省,华中,
1734,信阳市浉河区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,信阳市,河南省,华中,
1735,信阳市平桥区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,信阳市,河南省,华中,
1736,信阳市罗山县政协,县级,县,县级,县,"县级政协,县政协",,信阳市,河南省,华中,
1737,信阳市光山县政协,县级,县,县级,县,"县级政协,县政协",,信阳市,河南省,华中,
1738,信阳市新县政协,县级,县,县级,县,"县级政协,县政协",,信阳市,河南省,华中,
1739,信阳市商城县政协,县级,县,县级,县,"县级政协,县政协",,信阳市,河南省,华中,
1740,信阳市固始县政协,县级,县,县级,县,"县级政协,县政协",,信阳市,河南省,华中,
1741,信阳市潢川县政协,县级,县,县级,县,"县级政协,县政协",,信阳市,河南省,华中,
1742,信阳市淮滨县政协,县级,县,县级,县,"县级政协,县政协",,信阳市,河南省,华中,
1743,信阳市息县政协,县级,县,县级,县,"县级政协,县政协",,信阳市,河南省,华中,
1744,信阳市信阳高新技术产业开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,信阳市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1745,周口市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,周口市,河南省,华中,
1746,周口市川汇区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,周口市,河南省,华中,
1747,周口市淮阳区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,周口市,河南省,华中,
1748,周口市扶沟县政协,县级,县,县级,县,"县级政协,县政协",,周口市,河南省,华中,
1749,周口市西华县政协,县级,县,县级,县,"县级政协,县政协",,周口市,河南省,华中,
1750,周口市商水县政协,县级,县,县级,县,"县级政协,县政协",,周口市,河南省,华中,
1751,周口市沈丘县政协,县级,县,县级,县,"县级政协,县政协",,周口市,河南省,华中,
1752,周口市郸城县政协,县级,县,县级,县,"县级政协,县政协",,周口市,河南省,华中,
1753,周口市太康县政协,县级,县,县级,县,"县级政协,县政协",,周口市,河南省,华中,
1754,周口市鹿邑县政协,县级,县,县级,县,"县级政协,县政协",,周口市,河南省,华中,
1755,周口市周口临港开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,周口市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1756,周口市项城市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,周口市,河南省,华中,
1757,驻马店市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,驻马店市,河南省,华中,
1758,驻马店市驿城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,驻马店市,河南省,华中,
1759,驻马店市西平县政协,县级,县,县级,县,"县级政协,县政协",,驻马店市,河南省,华中,
1760,驻马店市上蔡县政协,县级,县,县级,县,"县级政协,县政协",,驻马店市,河南省,华中,
1761,驻马店市平舆县政协,县级,县,县级,县,"县级政协,县政协",,驻马店市,河南省,华中,
1762,驻马店市正阳县政协,县级,县,县级,县,"县级政协,县政协",,驻马店市,河南省,华中,
1763,驻马店市确山县政协,县级,县,县级,县,"县级政协,县政协",,驻马店市,河南省,华中,
1764,驻马店市泌阳县政协,县级,县,县级,县,"县级政协,县政协",,驻马店市,河南省,华中,
1765,驻马店市汝南县政协,县级,县,县级,县,"县级政协,县政协",,驻马店市,河南省,华中,
1766,驻马店市遂平县政协,县级,县,县级,县,"县级政协,县政协",,驻马店市,河南省,华中,
1767,驻马店市新蔡县政协,县级,县,县级,县,"县级政协,县政协",,驻马店市,河南省,华中,
1768,驻马店市河南驻马店经济开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,驻马店市,河南省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1769,河南省济源市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,河南省,河南省,华中,
1770,湖北省政协,省级,省,省级,省,"省级政协,省政协",,,湖北省,华中,
1771,武汉市政协,副省级,地级市,副省级,地级市,"副省级政协,地级市政协",省会城市、省会城市政协,武汉市,湖北省,华中,
1772,武汉市江岸区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,武汉市,湖北省,华中,
1773,武汉市江汉区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,武汉市,湖北省,华中,
1774,武汉市硚口区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,武汉市,湖北省,华中,
1775,武汉市汉阳区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,武汉市,湖北省,华中,
1776,武汉市武昌区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,武汉市,湖北省,华中,
1777,武汉市青山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,武汉市,湖北省,华中,
1778,武汉市洪山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,武汉市,湖北省,华中,
1779,武汉市东西湖区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,武汉市,湖北省,华中,
1780,武汉市汉南区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,武汉市,湖北省,华中,
1781,武汉市蔡甸区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,武汉市,湖北省,华中,
1782,武汉市江夏区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,武汉市,湖北省,华中,
